open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1754046000000,114692.9,115017.2,114542.1,115017.1,425518,1754047799999,370.69281583,6424,274716,239.25447095,0
1754047800000,115017.2,115272.3,114991.6,115240.0,249611,1754049599999,216.74744971,5138,165561,143.76813322,0
1754049600000,115240.0,115455.9,115153.7,115385.6,351880,1754051399999,305.12927524,9043,152058,131.85118025,0
1754051400000,115385.5,115845.3,115023.9,115670.1,1226835,1754053199999,1062.15944131,18815,605820,524.28350572,0
1754053200000,115670.2,115941.7,115464.0,115616.0,618935,1754054999999,534.76215971,10339,309761,267.63908470,0
1754055000000,115615.9,115615.9,114082.6,114265.0,2190454,1754056799999,1910.61322348,30697,793575,692.18278205,0
1754056800000,114264.9,115675.2,113803.2,115664.6,2134739,1754058599999,1862.03078086,28958,1009288,879.80024696,0
1754058600000,115664.7,115750.0,115276.8,115537.3,1724879,1754060399999,1492.66265274,20271,1078552,933.30737780,0
1754060400000,115537.3,115550.8,114568.4,114702.1,1579096,1754062199999,1372.46415171,20050,586244,509.78368163,0
1754062200000,114703.7,115406.8,114582.7,115265.3,687318,1754063999999,597.28518771,12239,336411,292.40468386,0
1754064000000,115265.3,115600.0,115199.6,115504.0,517809,1754065799999,448.37184950,8505,214888,186.06589985,0
1754065800000,115503.9,115503.9,114698.0,114917.2,748710,1754067599999,650.76915102,13729,270121,234.77130570,0
1754067600000,114917.1,114943.9,114374.5,114565.0,819113,1754069399999,714.81723595,15718,420617,367.02428039,0
1754069400000,114565.5,115000.0,114246.9,114330.4,934586,1754071199999,815.90337168,13897,484851,423.12639848,0
1754071200000,114330.4,114408.3,113532.0,114053.8,2335092,1754072999999,2049.18307877,37928,852914,748.23738571,0
1754073000000,114053.2,114240.7,113646.6,113740.3,726722,1754074799999,637.38035852,16966,343742,301.46160343,0
1754074800000,113738.0,113817.9,113086.5,113282.7,1255202,1754076599999,1106.80222808,22207,417057,367.64401785,0
1754076600000,113282.7,113773.0,113108.9,113206.8,1029293,1754078399999,908.11954746,22489,530963,468.42751003,0
1754078400000,113205.7,113525.6,113050.0,113361.1,1171205,1754080199999,1033.81403510,16178,660808,583.20083781,0
1754080200000,113361.1,113860.7,113287.3,113838.0,398420,1754081999999,350.92597193,8982,209915,184.88655413,0
1754082000000,113838.1,113948.0,113590.3,113893.8,377218,1754083799999,331.51730331,8268,234775,206.33922124,0
1754083800000,113893.9,113971.7,113761.7,113776.3,284300,1754085599999,249.62634602,3712,113875,99.99347049,0
1754085600000,113776.4,113893.5,113080.0,113336.0,944132,1754087399999,831.94709569,13893,533243,469.64060540,0
1754087400000,113334.6,113384.5,112601.8,113026.8,2571536,1754089199999,2277.31929939,27302,1043328,923.83710418,0
1754089200000,113026.8,113439.6,112811.7,113431.3,372102,1754090999999,328.91451789,9322,198334,175.30156094,0
1754091000000,113431.4,113431.4,113113.2,113198.0,368237,1754092799999,325.21934585,5837,182924,161.57026766,0
1754092800000,113198.0,113509.3,113090.7,113458.2,495049,1754094599999,437.02023370,9898,289874,255.88578700,0
1754094600000,113458.2,113738.4,113344.1,113723.8,244571,1754096399999,215.34910997,6863,164442,144.79220341,0
1754096400000,113723.8,113811.5,113407.7,113479.4,335191,1754098199999,295.01592561,4689,144937,127.55814265,0
1754098200000,113479.5,113549.7,113321.0,113549.6,445780,1754099999999,392.98039381,4881,127827,112.67411825,0
1754100000000,113549.6,113654.9,113434.4,113531.8,166839,1754101799999,146.94562279,2772,97958,86.28584684,0
1754101800000,113531.7,113621.0,113505.8,113595.3,232503,1754103599999,204.74201965,2941,164408,144.78998268,0
1754103600000,113595.3,113799.9,113595.0,113708.9,189256,1754105399999,166.39860717,3107,106132,93.32465826,0
1754105400000,113708.9,113800.0,113664.5,113800.0,65494,1754107199999,57.58220104,1511,44798,39.38705454,0
1754107200000,113800.0,113904.9,113723.5,113904.9,151608,1754108999999,133.20054042,2115,107804,94.70921971,0
1754109000000,113904.9,113976.0,113904.8,113926.6,177412,1754110799999,155.69778729,1787,92261,80.96646798,0
1754110800000,113926.6,113948.7,113764.8,113940.0,178265,1754112599999,156.57251945,1968,70572,61.98911392,0
1754112600000,113940.0,113940.0,113816.4,113895.0,118068,1754114399999,103.65832482,1475,35856,31.48350475,0
1754114400000,113895.0,113895.0,113478.6,113478.6,302862,1754116199999,266.47393183,4424,73086,64.29187495,0
1754116200000,113478.6,113645.4,113369.2,113617.7,286144,1754117999999,252.11791033,5111,129037,113.69869296,0
1754118000000,113617.7,113853.9,113477.0,113844.0,195044,1754119799999,171.59579371,3209,101481,89.27908873,0
1754119800000,113844.1,113932.9,113773.6,113902.8,283994,1754121599999,249.37645819,3608,192309,168.85872663,0
1754121600000,113902.7,113970.0,113802.4,113802.4,193388,1754123399999,169.81430123,3687,70263,61.68952490,0
1754123400000,113802.5,113802.5,113594.5,113615.9,222637,1754125199999,195.83548604,5410,54069,47.56126906,0
1754125200000,113615.9,113773.4,113615.9,113654.4,144578,1754126999999,127.13741066,3182,77578,68.21460303,0
1754127000000,113654.5,113654.5,113485.7,113608.9,758395,1754128799999,667.85131524,4724,191999,169.11040037,0
1754128800000,113608.9,113625.0,113427.0,113567.8,150973,1754130599999,132.98491908,3364,53800,47.39312822,0
1754130600000,113567.7,113567.7,113341.3,113468.4,322236,1754132399999,283.98375882,4015,110779,97.64249083,0
1754132400000,113468.4,113777.0,113366.8,113776.9,153101,1754134199999,134.82048256,2567,86307,76.00081887,0
1754134200000,113776.9,113820.0,113659.7,113704.6,103247,1754135999999,90.76608205,1880,49493,43.51422819,0
1754136000000,113704.6,113715.7,113618.6,113640.8,83465,1754137799999,73.43727662,2087,40769,35.87284957,0
1754137800000,113640.8,113670.3,113500.2,113537.9,229615,1754139599999,202.16823824,3010,65754,57.89335723,0
1754139600000,113537.9,113555.4,113200.0,113200.1,669391,1754141399999,590.22136620,5558,124091,109.42501854,0
1754141400000,113200.1,113440.0,113127.9,113374.0,268694,1754143199999,237.14880968,5507,141221,124.62389855,0
1754143200000,113374.0,113441.5,113041.4,113183.2,351711,1754144999999,310.65066820,4678,109931,97.05429221,0
1754145000000,113183.2,113183.2,112858.1,113008.0,580467,1754146799999,513.67378552,8174,245849,217.53972786,0
1754146800000,113007.7,113331.7,113007.7,113166.8,225849,1754148599999,199.52776117,4225,158649,140.15451772,0
1754148600000,113166.8,113166.9,112728.2,112753.4,420055,1754150399999,371.97745610,6171,141479,125.29290063,0
1754150400000,112753.5,112917.0,112632.9,112837.4,644845,1754152199999,571.90052767,8939,263635,233.76000994,0
1754152200000,112837.4,113180.0,112781.6,113121.9,428436,1754153999999,379.19562194,6560,233443,206.61270141,0
1754154000000,113121.9,113341.9,113075.2,113278.2,175748,1754155799999,155.18994732,4263,77987,68.86369328,0
1754155800000,113278.2,113284.6,112500.0,112649.1,678477,1754157599999,601.80737725,8999,244701,217.14958154,0
1754157600000,112650.0,112834.4,112258.0,112301.4,1356105,1754159399999,1204.97087717,18109,410832,365.10074107,0
1754159400000,112301.5,112496.2,112000.0,112247.5,1165906,1754161199999,1038.80878126,15337,444197,395.56383339,0
1754161200000,112247.5,112623.3,111920.6,112623.3,917100,1754162999999,817.50357448,15093,455969,406.37947184,0
1754163000000,112623.3,112854.9,112139.7,112139.8,446733,1754164799999,396.82083069,9937,208566,185.29330666,0
1754164800000,112139.7,112418.1,111987.3,112357.8,1078266,1754166599999,961.01159430,14570,737100,656.98080312,0
1754166600000,112357.8,112734.2,112228.0,112734.0,282048,1754168399999,250.83520787,8076,209568,186.34732318,0
1754168400000,112734.1,112860.0,112493.5,112518.8,396076,1754170199999,351.56680075,7504,219105,194.43174023,0
1754170200000,112518.8,112983.8,112518.8,112797.6,189988,1754171999999,168.38837539,5068,132605,117.54764713,0
1754172000000,112797.7,112936.8,112478.3,112506.7,234109,1754173799999,207.77428223,4230,86568,76.81064555,0
1754173800000,112506.7,112863.9,112506.7,112771.2,234325,1754175599999,207.89837510,3586,105857,93.93369872,0
1754175600000,112771.2,112792.2,112242.0,112242.1,279290,1754177399999,248.26993242,7389,109476,97.31610672,0
1754177400000,112242.0,112692.9,112212.0,112485.3,204439,1754179199999,181.77899594,5247,104563,92.96233743,0
1754179200000,112485.4,112716.0,112227.8,112299.9,303969,1754180999999,270.22721346,6855,136357,121.21054612,0
1754181000000,112299.9,112899.3,111704.2,112866.0,1245333,1754182799999,1110.24052082,17595,495084,440.57780833,0
1754182800000,112865.3,113128.0,112763.0,113128.0,437925,1754184599999,387.68654164,9087,226998,200.92181174,0
1754184600000,113129.9,113195.0,112903.1,113027.8,343945,1754186399999,304.17644429,6368,158869,140.48558046,0
1754186400000,113027.8,113330.0,113017.8,113274.2,212958,1754188199999,188.03443773,5085,147732,130.44713766,0
1754188200000,113274.2,113438.6,113274.2,113438.5,136964,1754189999999,120.83061590,2555,94312,83.19749863,0
1754190000000,113438.6,113480.0,113360.0,113437.8,265838,1754191799999,234.39414613,3298,115209,101.57362076,0
1754191800000,113437.7,113665.7,113437.7,113526.0,375338,1754193599999,330.53535456,4402,238258,209.84004991,0
1754193600000,113526.0,113526.1,113342.5,113447.1,183318,1754195399999,161.61204114,3342,71046,62.64269637,0
1754195400000,113452.7,113452.7,113269.8,113391.0,487879,1754197199999,430.53681156,3205,229208,202.30033530,0
1754197200000,113391.0,113531.8,113332.7,113524.3,79057,1754198999999,69.69469273,1445,55324,48.76923726,0
1754199000000,113524.3,113581.4,113413.2,113548.8,90553,1754200799999,79.77800617,2368,47638,41.96924453,0
1754200800000,113546.8,113562.0,113417.6,113469.9,74572,1754202599999,65.71176786,1753,30089,26.51180117,0
1754202600000,113469.9,113511.5,113401.5,113476.5,72347,1754204399999,63.76009102,1197,51606,45.47948960,0
1754204400000,113476.6,113643.0,113476.6,113643.0,98697,1754206199999,86.89800663,1785,75314,66.31237425,0
1754206200000,113643.0,113660.9,113594.0,113629.4,116769,1754207999999,102.76553556,1944,52944,46.59584625,0
1754208000000,113629.4,113736.5,113595.5,113597.1,139460,1754209799999,122.66970061,1815,85720,75.39919245,0
